,ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,State,Country,FirstYmd,LastYmd,Firsthm,Lasthm,totaldays
18980,28519.0,1,1,1,1,12.99,TAMPA,FL,US,2018-12-29,2018-12-29,9:19,9:19,0 days 00:00:00.000000000
18981,28520.0,1,1,1,1,12.99,DYER,IN,US,2018-12-29,2018-12-29,13:25,13:25,0 days 00:00:00.000000000
18982,28521.0,1,1,1,1,12.99,MC DONALD,PA,US,2018-12-29,2018-12-29,14:50,14:50,0 days 00:00:00.000000000
18983,28522.0,1,1,2,1,25.98,MUNCY,PA,US,2018-12-29,2018-12-29,18:38,18:38,0 days 00:00:00.000000000
18984,28523.0,1,1,1,1,12.99,Odessa,MO,US,2018-12-30,2018-12-30,13:07,13:07,0 days 00:00:00.000000000
18985,28524.0,1,1,1,1,12.99,BOSTON,MA,US,2018-12-27,2018-12-27,17:53,17:53,0 days 00:00:00.000000000
18986,28525.0,1,1,1,1,12.99,CLARK,NJ,US,2018-12-29,2018-12-29,18:29,18:29,0 days 00:00:00.000000000
18987,28526.0,1,1,1,1,12.99,SAINT PAUL,MN,US,2018-12-30,2018-12-30,13:20,13:20,0 days 00:00:00.000000000
18988,28528.0,1,1,1,1,12.99,JERICHO,VT,US,2018-12-30,2018-12-30,14:22,14:22,0 days 00:00:00.000000000
18989,28529.0,1,1,1,1,12.99,Woodland Hills,CA,US,2018-12-30,2018-12-30,13:04,13:04,0 days 00:00:00.000000000
18990,28530.0,1,1,1,1,12.99,PORT WASHINGTON,NY,US,2018-12-30,2018-12-30,9:38,9:38,0 days 00:00:00.000000000
18991,28531.0,1,1,1,1,12.99,N HOLLYWOOD,CA,US,2018-12-29,2018-12-29,9:36,9:36,0 days 00:00:00.000000000
18992,28532.0,1,1,1,1,12.99,Clemmons,NC,US,2018-12-29,2018-12-29,8:29,8:29,0 days 00:00:00.000000000
18993,28533.0,1,1,1,1,12.99,CHATSWORTH,CA,US,2018-12-29,2018-12-29,14:59,14:59,0 days 00:00:00.000000000
18994,28534.0,1,1,1,1,12.99,HAYWARD,CA,US,2018-12-29,2018-12-29,22:38,22:38,0 days 00:00:00.000000000
18995,28535.0,1,1,1,1,12.99,OAKLEY,CA,US,2018-12-30,2018-12-30,12:26,12:26,0 days 00:00:00.000000000
18996,28536.0,1,1,1,1,13.99,WINNETKA,CA,US,2018-12-28,2018-12-28,16:18,16:18,0 days 00:00:00.000000000
18997,28537.0,1,1,1,1,12.99,LOUISVILLE,KY,US,2018-12-29,2018-12-29,10:18,10:18,0 days 00:00:00.000000000
18998,28538.0,1,1,1,1,12.99,Shelburne Falls,MA,US,2018-12-30,2018-12-30,2:30,2:30,0 days 00:00:00.000000000
18999,28539.0,1,1,1,1,12.99,Wayne,OK,US,2018-12-29,2018-12-29,18:53,18:53,0 days 00:00:00.000000000
19000,28540.0,1,1,1,1,12.99,COLUMBUS,IN,US,2018-12-30,2018-12-30,14:29,14:29,0 days 00:00:00.000000000
19001,28541.0,1,1,1,1,12.99,CHATTANOOGA,TN,US,2018-12-30,2018-12-30,13:05,13:05,0 days 00:00:00.000000000
19002,28542.0,1,1,1,1,12.99,ELK GROVE,CA,US,2018-12-30,2018-12-30,10:10,10:10,0 days 00:00:00.000000000
19003,28543.0,1,1,1,1,12.99,SAN JUAN,PR,US,2018-12-24,2018-12-24,16:03,16:03,0 days 00:00:00.000000000
19004,28544.0,1,1,1,1,12.99,LOS ANGELES,CA,US,2018-12-28,2018-12-28,17:23,17:23,0 days 00:00:00.000000000
19005,28545.0,1,1,1,1,12.99,FERNANDINA BEACH,FL,US,2018-12-28,2018-12-28,6:17,6:17,0 days 00:00:00.000000000
19006,28546.0,1,1,1,1,12.99,New York,NY,US,2018-12-28,2018-12-28,13:28,13:28,0 days 00:00:00.000000000
19007,28547.0,1,1,1,1,12.99,KENDALL PARK,NJ,US,2018-12-29,2018-12-29,12:08,12:08,0 days 00:00:00.000000000
19008,28548.0,1,1,1,1,12.99,HOLLYWOOD,CA,US,2018-12-29,2018-12-29,13:55,13:55,0 days 00:00:00.000000000
19009,28549.0,1,1,1,1,12.99,LOS ANGELES,CA,US,2018-12-30,2018-12-30,9:58,9:58,0 days 00:00:00.000000000
19010,28550.0,1,1,1,1,12.99,SALT LAKE CITY,UT,US,2018-12-30,2018-12-30,10:13,10:13,0 days 00:00:00.000000000
19011,28551.0,1,1,1,1,12.99,BROOKLYN,NY,US,2018-12-30,2018-12-30,14:50,14:50,0 days 00:00:00.000000000
19012,28552.0,1,1,1,1,13.99,RACINE,WI,US,2018-12-30,2018-12-30,1:10,1:10,0 days 00:00:00.000000000
19013,28553.0,1,1,1,1,12.99,HOUSTON,TX,US,2018-12-27,2018-12-27,12:34,12:34,0 days 00:00:00.000000000
19014,28554.0,1,1,1,1,12.99,RALEIGH,NC,US,2018-12-30,2018-12-30,4:46,4:46,0 days 00:00:00.000000000
19015,28555.0,1,1,1,1,12.99,ASHEVILLE,NC,US,2018-12-29,2018-12-29,12:36,12:36,0 days 00:00:00.000000000
19016,28556.0,1,1,1,1,12.99,Larkspur,CA,US,2018-12-30,2018-12-30,14:32,14:32,0 days 00:00:00.000000000
19017,28557.0,1,1,1,1,12.99,FAIRFIELD,IA,US,2018-12-30,2018-12-30,13:57,13:57,0 days 00:00:00.000000000
19018,28558.0,1,1,1,1,12.99,ALBANY,NY,US,2018-12-30,2018-12-30,14:49,14:49,0 days 00:00:00.000000000
19019,28560.0,1,1,1,1,12.99,KIRKLAND,WA,US,2018-12-30,2018-12-30,18:35,18:35,0 days 00:00:00.000000000
19020,28561.0,1,1,1,1,12.99,FLORENCE,TX,US,2018-12-30,2018-12-30,13:39,13:39,0 days 00:00:00.000000000
19021,28562.0,1,1,1,1,12.99,OREGON CITY,OR,US,2018-12-30,2018-12-30,21:48,21:48,0 days 00:00:00.000000000
19022,28563.0,1,1,1,1,12.99,LIVINGSTON,MT,US,2018-12-30,2018-12-30,16:44,16:44,0 days 00:00:00.000000000
19023,28564.0,1,1,1,1,12.99,YAKIMA,WA,US,2018-12-30,2018-12-30,20:08,20:08,0 days 00:00:00.000000000
19024,28565.0,1,1,1,1,12.99,OLYMPIA,WA,US,2018-12-30,2018-12-30,21:29,21:29,0 days 00:00:00.000000000
19025,28566.0,1,1,1,1,12.99,SAN DIEGO,CA,US,2018-12-30,2018-12-30,20:03,20:03,0 days 00:00:00.000000000
19026,28567.0,1,1,1,1,12.99,Mena,AR,US,2018-12-26,2018-12-26,10:59,10:59,0 days 00:00:00.000000000
19027,28569.0,1,1,1,1,12.99,HOUMA,LA,US,2018-12-30,2018-12-30,16:06,16:06,0 days 00:00:00.000000000
19028,28570.0,1,1,1,1,12.99,Berkeley Heights,NJ,US,2018-12-31,2018-12-31,4:25,4:25,0 days 00:00:00.000000000
19029,28571.0,1,1,1,1,12.99,THORNTON,CO,US,2018-12-27,2018-12-27,17:39,17:39,0 days 00:00:00.000000000
19030,28572.0,1,1,1,1,12.99,BRONX,NY,US,2018-12-30,2018-12-30,7:49,7:49,0 days 00:00:00.000000000
19031,28573.0,1,1,3,1,38.97,HOUSTON,TX,US,2018-12-30,2018-12-30,9:55,9:55,0 days 00:00:00.000000000
19032,28574.0,1,1,1,1,12.99,STROUDSBURG,PA,US,2018-12-30,2018-12-30,12:41,12:41,0 days 00:00:00.000000000
19033,28575.0,1,1,1,1,12.99,TAMPA,FL,US,2018-12-31,2018-12-31,3:44,3:44,0 days 00:00:00.000000000
19034,28576.0,1,1,1,1,12.99,VIRGINIA BEACH,VA,US,2018-12-29,2018-12-29,23:28,23:28,0 days 00:00:00.000000000
19035,28577.0,1,1,3,1,38.97,HICKORY,NC,US,2018-12-31,2018-12-31,4:53,4:53,0 days 00:00:00.000000000
19036,28578.0,1,1,1,1,12.99,HUDSON,WI,US,2018-12-30,2018-12-30,7:10,7:10,0 days 00:00:00.000000000
19037,28579.0,1,1,1,1,12.99,NORTH LITTLE ROCK,AR,US,2018-12-31,2018-12-31,7:39,7:39,0 days 00:00:00.000000000
19038,28580.0,1,1,1,1,12.99,Buffalo,NY,US,2018-12-30,2018-12-30,15:47,15:47,0 days 00:00:00.000000000
19039,28581.0,1,1,1,1,12.99,ENCINO,CA,US,2018-12-30,2018-12-30,21:24,21:24,0 days 00:00:00.000000000
19040,28582.0,1,1,1,1,12.99,WOODLAND,CA,US,2018-12-31,2018-12-31,11:39,11:39,0 days 00:00:00.000000000
19041,28583.0,1,1,1,1,12.99,grover beach,CA,US,2018-12-30,2018-12-30,15:01,15:01,0 days 00:00:00.000000000
19042,28584.0,1,1,1,1,12.99,REDWOOD CITY,CA,US,2018-12-31,2018-12-31,8:50,8:50,0 days 00:00:00.000000000
19043,28585.0,1,1,1,1,12.99,HUNTSVILLE,AL,US,2018-12-31,2018-12-31,10:16,10:16,0 days 00:00:00.000000000
19044,28586.0,1,1,1,1,12.99,Austin,TX,US,2018-12-29,2018-12-29,15:39,15:39,0 days 00:00:00.000000000
19045,28587.0,1,1,1,1,12.99,BOISE,ID,US,2018-12-31,2018-12-31,8:01,8:01,0 days 00:00:00.000000000
19046,28588.0,1,1,1,1,12.99,STEENS,MS,US,2018-12-30,2018-12-30,20:18,20:18,0 days 00:00:00.000000000
19047,28590.0,1,1,2,1,25.98,FRESNO,CA,US,2018-12-30,2018-12-30,21:40,21:40,0 days 00:00:00.000000000
19048,28591.0,1,1,1,1,12.99,Dunlap,IL,US,2018-12-30,2018-12-30,17:49,17:49,0 days 00:00:00.000000000
19049,28592.0,1,1,1,1,12.99,TROY,MI,US,2018-12-31,2018-12-31,11:07,11:07,0 days 00:00:00.000000000
19050,28593.0,1,1,1,1,12.99,ALBUQUERQUE,NM,US,2018-12-28,2018-12-28,18:25,18:25,0 days 00:00:00.000000000
19051,28594.0,1,1,1,1,12.99,Berlin,MI,US,2018-12-30,2018-12-30,13:58,13:58,0 days 00:00:00.000000000
19052,28595.0,3,1,3,3,38.73,SHORT HILLS,NJ,US,2018-12-30,2019-04-05,20:35,13:55,96 days 00:00:00.000000000
19053,28596.0,1,1,1,1,12.99,ELIZABETH,NJ,US,2018-12-30,2018-12-30,17:12,17:12,0 days 00:00:00.000000000
19054,28598.0,1,1,1,1,12.99,FRANKLIN,TN,US,2018-12-25,2018-12-25,5:57,5:57,0 days 00:00:00.000000000
19055,28599.0,1,1,1,1,13.99,WILMINGTON,DE,US,2018-12-30,2018-12-30,17:31,17:31,0 days 00:00:00.000000000
19056,28600.0,1,1,1,1,12.99,Massapequa Park,NY,US,2018-12-30,2018-12-30,13:18,13:18,0 days 00:00:00.000000000
19057,28601.0,1,1,1,1,12.99,GREAT NECK,NY,US,2018-12-31,2018-12-31,8:09,8:09,0 days 00:00:00.000000000
19058,28602.0,1,1,1,1,12.99,MONROE,WI,US,2018-12-30,2018-12-30,20:20,20:20,0 days 00:00:00.000000000
19059,28603.0,1,1,1,1,12.99,FALLBROOK,CA,US,2018-12-30,2018-12-30,20:40,20:40,0 days 00:00:00.000000000
19060,28604.0,1,1,1,1,13.99,San Juan,PR,US,2018-12-28,2018-12-28,9:31,9:31,0 days 00:00:00.000000000
19061,28606.0,1,1,1,1,12.99,WOODBINE,MD,US,2018-12-31,2018-12-31,11:57,11:57,0 days 00:00:00.000000000
19062,28608.0,1,1,1,1,12.99,ENCINITAS,CA,US,2018-12-30,2018-12-30,15:38,15:38,0 days 00:00:00.000000000
19063,28609.0,2,1,3,2,38.97,CARMICHAEL,CA,US,2018-12-31,2019-01-02,8:11,18:28,2 days 00:00:00.000000000
19064,28611.0,1,1,1,1,12.99,RIDGEWOOD,NJ,US,2018-12-30,2018-12-30,10:42,10:42,0 days 00:00:00.000000000
19065,28612.0,1,1,1,1,12.99,STOCKTON,CA,US,2018-12-23,2018-12-23,16:52,16:52,0 days 00:00:00.000000000
19066,28613.0,1,1,1,1,12.99,HOUSTON,TX,US,2018-12-30,2018-12-30,10:54,10:54,0 days 00:00:00.000000000
19067,28614.0,1,1,1,1,12.99,NEW YORK,NY,US,2018-12-31,2018-12-31,3:58,3:58,0 days 00:00:00.000000000
19068,28615.0,1,1,1,1,12.99,ELK RIVER,MN,US,2018-12-31,2018-12-31,5:50,5:50,0 days 00:00:00.000000000
19069,28617.0,1,1,1,1,12.99,NASHVILLE,TN,US,2018-12-30,2018-12-30,15:24,15:24,0 days 00:00:00.000000000
19070,28618.0,1,1,1,1,12.99,PISMO BEACH,CA,US,2018-12-31,2018-12-31,12:41,12:41,0 days 00:00:00.000000000
19071,28619.0,1,1,1,1,12.99,SYLMAR,CA,US,2018-12-31,2018-12-31,9:50,9:50,0 days 00:00:00.000000000
19072,28620.0,1,1,1,1,12.99,ARLINGTON HEIGHTS,IL,US,2018-12-30,2018-12-30,20:14,20:14,0 days 00:00:00.000000000
19073,28621.0,2,1,2,2,24.74,NORWICH,CT,US,2018-12-30,2019-07-05,20:04,4:50,187 days 00:00:00.000000000
19074,28622.0,2,1,2,2,24.74,Santa Cruz,CA,US,2018-12-31,2019-06-09,7:12,8:50,160 days 00:00:00.000000000
19075,28623.0,1,1,1,1,12.99,MOSCOW,ID,US,2018-12-27,2018-12-27,15:45,15:45,0 days 00:00:00.000000000
19076,28624.0,1,1,1,1,12.99,SANTA ANA,CA,US,2019-01-01,2019-01-01,16:08,16:08,0 days 00:00:00.000000000
19077,28626.0,1,1,1,1,12.99,DOWNEY,CA,US,2018-12-31,2018-12-31,18:07,18:07,0 days 00:00:00.000000000
19078,28627.0,1,1,1,1,12.99,DULUTH,MN,US,2019-01-01,2019-01-01,12:31,12:31,0 days 00:00:00.000000000
19079,28628.0,1,1,1,1,12.99,CHICAGO,IL,US,2018-12-31,2018-12-31,11:50,11:50,0 days 00:00:00.000000000
19080,28629.0,1,1,1,1,12.99,WINCHESTER,MA,US,2018-12-31,2018-12-31,11:39,11:39,0 days 00:00:00.000000000
19081,28630.0,1,1,1,1,13.99,LANCASTER,TX,US,2019-01-01,2019-01-01,11:28,11:28,0 days 00:00:00.000000000
19082,28631.0,1,1,1,1,12.99,Flowery Branch,GA,US,2019-01-01,2019-01-01,6:07,6:07,0 days 00:00:00.000000000
19083,28632.0,1,1,1,1,12.99,High Ridge,MO,US,2018-12-30,2018-12-30,21:54,21:54,0 days 00:00:00.000000000
19084,28634.0,1,1,1,1,12.99,CHICAGO,IL,US,2018-12-30,2018-12-30,11:46,11:46,0 days 00:00:00.000000000
19085,28635.0,1,1,1,1,12.99,Morrisville,NC,US,2018-12-31,2018-12-31,15:40,15:40,0 days 00:00:00.000000000
19086,28636.0,1,1,1,1,13.99,PHOENIX,AZ,US,2018-12-31,2018-12-31,10:21,10:21,0 days 00:00:00.000000000
19087,28637.0,1,1,1,1,12.99,HAMPTON,VA,US,2019-01-01,2019-01-01,8:36,8:36,0 days 00:00:00.000000000
19088,28638.0,1,1,1,1,12.99,UNION CITY,NJ,US,2019-01-01,2019-01-01,0:59,0:59,0 days 00:00:00.000000000
19089,28639.0,1,1,1,1,12.99,CHICAGO,IL,US,2018-12-30,2018-12-30,13:55,13:55,0 days 00:00:00.000000000
19090,28640.0,1,1,1,1,13.99,TROY,IL,US,2018-12-31,2018-12-31,11:15,11:15,0 days 00:00:00.000000000
19091,28641.0,1,1,1,1,12.99,Ashland,MA,US,2018-12-31,2018-12-31,6:20,6:20,0 days 00:00:00.000000000
19092,28642.0,1,1,1,1,12.99,WALPOLE,MA,US,2018-12-30,2018-12-30,18:10,18:10,0 days 00:00:00.000000000
19093,28643.0,1,1,1,1,12.99,OVERLAND PARK,KS,US,2019-01-01,2019-01-01,19:04,19:04,0 days 00:00:00.000000000
19094,28644.0,1,1,1,1,12.99,ATLANTA,GA,US,2019-01-01,2019-01-01,15:07,15:07,0 days 00:00:00.000000000
19095,28645.0,1,1,1,1,13.99,DOUGLASTON,NY,US,2018-12-30,2018-12-30,18:45,18:45,0 days 00:00:00.000000000
19096,28646.0,1,1,1,1,12.99,HOLLY SPRINGS,NC,US,2019-01-01,2019-01-01,12:10,12:10,0 days 00:00:00.000000000
19097,28647.0,1,1,1,1,12.99,Royal oak,MI,US,2018-12-30,2018-12-30,14:00,14:00,0 days 00:00:00.000000000
19098,28648.0,1,1,1,1,13.99,CHAMPAIGN,IL,US,2019-01-01,2019-01-01,14:54,14:54,0 days 00:00:00.000000000
19099,28649.0,1,1,1,1,12.99,ELMWOOD PARK,IL,US,2019-01-01,2019-01-01,13:21,13:21,0 days 00:00:00.000000000
19100,28650.0,1,1,1,1,12.99,NEW YORK,NY,US,2018-12-30,2018-12-30,15:49,15:49,0 days 00:00:00.000000000
19101,28651.0,1,1,1,1,12.99,MORROW,OH,US,2018-12-26,2018-12-26,17:46,17:46,0 days 00:00:00.000000000
19102,28652.0,1,1,1,1,12.99,LA PUENTE,CA,US,2018-12-31,2018-12-31,11:00,11:00,0 days 00:00:00.000000000
19103,28653.0,1,1,1,1,12.99,CORONA,CA,US,2018-12-31,2018-12-31,21:44,21:44,0 days 00:00:00.000000000
19104,28654.0,1,1,1,1,12.99,NEW YORK,NY,US,2019-01-01,2019-01-01,10:56,10:56,0 days 00:00:00.000000000
19105,28655.0,1,1,1,1,13.99,ROSELLE,IL,US,2019-01-01,2019-01-01,7:21,7:21,0 days 00:00:00.000000000
19106,28656.0,1,1,1,1,12.99,FONTANA,CA,US,2018-12-31,2018-12-31,12:20,12:20,0 days 00:00:00.000000000
19107,28657.0,1,1,1,1,10.99,MECHANICSVILLE,VA,US,2018-12-01,2018-12-01,11:48,11:48,0 days 00:00:00.000000000
19108,28658.0,1,1,1,1,12.99,BELLMORE,NY,US,2018-12-30,2018-12-30,22:15,22:15,0 days 00:00:00.000000000
19109,28659.0,1,1,1,1,12.99,SAN ANTONIO,TX,US,2018-12-30,2018-12-30,18:19,18:19,0 days 00:00:00.000000000
19110,28660.0,1,1,1,1,12.99,JACKSONVILLE,FL,US,2019-01-01,2019-01-01,16:13,16:13,0 days 00:00:00.000000000
19111,28662.0,1,1,1,1,12.99,BLOOMFIELD,IA,US,2019-01-01,2019-01-01,12:10,12:10,0 days 00:00:00.000000000
19112,28663.0,1,1,1,1,13.99,SAN FRANCISCO,CA,US,2018-12-31,2018-12-31,13:43,13:43,0 days 00:00:00.000000000
19113,28664.0,1,1,1,1,12.99,ATLANTIC BEACH,FL,US,2019-01-01,2019-01-01,8:45,8:45,0 days 00:00:00.000000000
19114,28665.0,2,1,2,2,25.98,BANGOR,ME,US,2019-01-01,2019-01-05,16:21,3:26,4 days 00:00:00.000000000
19115,28666.0,1,1,1,1,12.99,LYNNWOOD,WA,US,2018-12-31,2018-12-31,18:36,18:36,0 days 00:00:00.000000000
19116,28667.0,1,1,1,1,12.99,CLEARWATER,FL,US,2019-01-01,2019-01-01,13:36,13:36,0 days 00:00:00.000000000
19117,28668.0,1,1,1,1,12.99,HOLLYWOOD,CA,US,2019-01-01,2019-01-01,12:38,12:38,0 days 00:00:00.000000000
19118,28669.0,1,1,1,1,12.99,EAST HANOVER,NJ,US,2018-12-31,2018-12-31,16:30,16:30,0 days 00:00:00.000000000
19119,28670.0,1,1,1,1,12.99,BEVERLY,MA,US,2018-12-31,2018-12-31,8:32,8:32,0 days 00:00:00.000000000
19120,28671.0,1,1,1,1,13.99,Staten Island,NY,US,2019-01-01,2019-01-01,18:35,18:35,0 days 00:00:00.000000000
19121,28672.0,1,1,1,1,12.99,POMONA,CA,US,2018-12-31,2018-12-31,13:28,13:28,0 days 00:00:00.000000000
19122,28674.0,1,1,1,1,12.99,PLATTSBURGH,NY,US,2019-01-01,2019-01-01,15:38,15:38,0 days 00:00:00.000000000
19123,28675.0,2,1,2,2,25.74,CHATSWORTH,GA,US,2019-01-01,2019-04-23,6:30,11:23,112 days 00:00:00.000000000
19124,28676.0,1,1,1,1,12.99,SAN PEDRO,CA,US,2019-01-01,2019-01-01,12:53,12:53,0 days 00:00:00.000000000
19125,28677.0,1,1,1,1,13.99,Hialeah,FL,US,2019-01-01,2019-01-01,11:04,11:04,0 days 00:00:00.000000000
19126,28678.0,1,1,1,1,13.99,GOODYEAR,AZ,US,2019-01-01,2019-01-01,19:13,19:13,0 days 00:00:00.000000000
19127,28679.0,1,1,1,1,12.99,LEXINGTON,MA,US,2018-12-31,2018-12-31,16:20,16:20,0 days 00:00:00.000000000
19128,28680.0,1,1,1,1,12.99,SCOTTSDALE,AZ,US,2018-12-31,2018-12-31,15:02,15:02,0 days 00:00:00.000000000
19129,28681.0,1,1,1,1,12.99,RICHMOND,VA,US,2018-12-31,2018-12-31,19:30,19:30,0 days 00:00:00.000000000
19130,28682.0,1,1,1,1,12.99,LEXINGTON PARK,MD,US,2018-12-25,2018-12-25,9:43,9:43,0 days 00:00:00.000000000
19131,28683.0,1,1,1,1,12.99,GLENDORA,CA,US,2019-01-01,2019-01-01,11:44,11:44,0 days 00:00:00.000000000
19132,28684.0,2,2,2,1,26.98,HOOSICK FALLS,NY,US,2018-12-29,2019-01-06,4:59,7:08,8 days 00:00:00.000000000
19133,28686.0,1,1,1,1,12.99,BELLEVUE,KY,US,2019-01-01,2019-01-01,12:03,12:03,0 days 00:00:00.000000000
19134,28687.0,1,1,1,1,12.99,GRAND RAPIDS,MI,US,2018-12-30,2018-12-30,9:04,9:04,0 days 00:00:00.000000000
19135,28688.0,1,1,1,1,12.99,Sterling Heights,MI,US,2019-01-01,2019-01-01,9:48,9:48,0 days 00:00:00.000000000
19136,28689.0,1,1,1,1,12.99,COLORADO SPRINGS,CO,US,2019-01-01,2019-01-01,15:52,15:52,0 days 00:00:00.000000000
19137,28690.0,1,1,1,1,12.99,HAYWARD,CA,US,2019-01-01,2019-01-01,17:30,17:30,0 days 00:00:00.000000000
19138,28691.0,1,1,1,1,13.99,GREENWOOD VILLAGE,CO,US,2018-12-24,2018-12-24,5:32,5:32,0 days 00:00:00.000000000
19139,28692.0,2,2,2,1,26.98,CLARKSTON,MI,US,2018-12-31,2019-01-08,12:19,13:29,8 days 00:00:00.000000000
19140,28693.0,1,1,1,1,12.99,FLORENCE,KY,US,2019-01-02,2019-01-02,12:36,12:36,0 days 00:00:00.000000000
19141,28694.0,2,1,2,2,24.74,DENTON,TX,US,2018-12-31,2019-08-07,10:00,9:49,219 days 00:00:00.000000000
19142,28695.0,1,1,2,1,25.98,BRENHAM,TX,US,2018-12-31,2018-12-31,20:02,20:02,0 days 00:00:00.000000000
19143,28696.0,1,1,2,1,25.98,PENNINGTON,NJ,US,2019-01-01,2019-01-01,13:34,13:34,0 days 00:00:00.000000000
19144,28697.0,1,1,1,1,13.79,HIALEAH,FL,US,2019-07-28,2019-07-28,9:06,9:06,0 days 00:00:00.000000000
19145,28698.0,1,1,1,1,12.99,FORT WORTH,TX,US,2019-01-01,2019-01-01,8:06,8:06,0 days 00:00:00.000000000
19146,28699.0,1,1,1,1,12.99,CHICAGO,IL,US,2019-01-01,2019-01-01,22:18,22:18,0 days 00:00:00.000000000
19147,28700.0,1,1,1,1,12.99,MIAMI,FL,US,2019-01-01,2019-01-01,11:55,11:55,0 days 00:00:00.000000000
19148,28701.0,1,1,1,1,12.99,BILOXI,MS,US,2019-01-01,2019-01-01,22:23,22:23,0 days 00:00:00.000000000
19149,28702.0,1,1,1,1,12.99,BELMONT,CA,US,2018-12-31,2018-12-31,11:10,11:10,0 days 00:00:00.000000000
19150,28703.0,1,1,1,1,12.99,HEALDSBURG,CA,US,2019-01-02,2019-01-02,6:45,6:45,0 days 00:00:00.000000000
19151,28704.0,3,1,3,3,38.97,RENTON,WA,US,2018-12-31,2019-01-16,21:33,13:11,16 days 00:00:00.000000000
19152,28705.0,1,1,1,1,12.99,ASHEVILLE,NC,US,2018-12-31,2018-12-31,7:15,7:15,0 days 00:00:00.000000000
19153,28706.0,1,1,1,1,12.99,Palm Coast,FL,US,2019-01-02,2019-01-02,5:33,5:33,0 days 00:00:00.000000000
19154,28707.0,1,1,1,1,13.99,FRESNO,TX,US,2019-01-01,2019-01-01,15:06,15:06,0 days 00:00:00.000000000
19155,28708.0,1,1,1,1,12.99,DECATUR,GA,US,2018-12-31,2018-12-31,9:31,9:31,0 days 00:00:00.000000000
19156,28709.0,1,1,1,1,12.99,NEVADA CITY,CA,US,2018-12-24,2018-12-24,15:45,15:45,0 days 00:00:00.000000000
19157,28710.0,1,1,1,1,12.99,Unicoi,TN,US,2018-12-29,2018-12-29,10:50,10:50,0 days 00:00:00.000000000
19158,28711.0,1,1,1,1,12.99,Irvine,CA,US,2018-12-31,2018-12-31,6:26,6:26,0 days 00:00:00.000000000
19159,28712.0,1,1,1,1,12.99,PROSPER,TX,US,2019-01-02,2019-01-02,11:17,11:17,0 days 00:00:00.000000000
19160,28713.0,1,1,1,1,12.99,Portland,OR,US,2018-12-31,2018-12-31,22:42,22:42,0 days 00:00:00.000000000
19161,28714.0,1,1,1,1,12.99,CHICAGO,IL,US,2018-12-31,2018-12-31,20:18,20:18,0 days 00:00:00.000000000
19162,28715.0,2,1,4,2,51.96,TORRINGTON,WY,US,2019-01-01,2019-01-06,9:25,13:29,5 days 00:00:00.000000000
19163,28716.0,1,1,1,1,12.99,Pittsburgh,PA,US,2019-01-01,2019-01-01,4:01,4:01,0 days 00:00:00.000000000
19164,28717.0,1,1,1,1,13.99,ROCK HILL,SC,US,2019-01-01,2019-01-01,17:43,17:43,0 days 00:00:00.000000000
19165,28718.0,1,1,1,1,13.99,LOS ANGELES,CA,US,2018-12-31,2018-12-31,17:06,17:06,0 days 00:00:00.000000000
19166,28719.0,2,1,2,2,25.98,PLACERVILLE,CA,US,2019-01-02,2019-01-16,9:42,23:37,14 days 00:00:00.000000000
19167,28720.0,1,1,1,1,13.99,SOUTH PADRE ISLAND,TX,US,2018-12-30,2018-12-30,12:55,12:55,0 days 00:00:00.000000000
19168,28721.0,1,1,1,1,12.99,PORT ORCHARD,WA,US,2018-12-31,2018-12-31,14:20,14:20,0 days 00:00:00.000000000
19169,28722.0,1,1,1,1,12.99,HASLET,TX,US,2019-01-02,2019-01-02,13:30,13:30,0 days 00:00:00.000000000
19170,28723.0,1,1,1,1,12.99,ESCONDIDO,CA,US,2019-01-02,2019-01-02,11:00,11:00,0 days 00:00:00.000000000
19171,28724.0,1,1,1,1,12.99,St. Louis,MO,US,2018-12-31,2018-12-31,6:30,6:30,0 days 00:00:00.000000000
19172,28725.0,1,1,1,1,12.99,COPPELL,TX,US,2019-01-02,2019-01-02,8:37,8:37,0 days 00:00:00.000000000
19173,28726.0,1,1,1,1,12.99,NEWARK,CA,US,2019-01-01,2019-01-01,11:19,11:19,0 days 00:00:00.000000000
19174,28727.0,1,1,1,1,13.99,West St. Paul,MN,US,2019-01-01,2019-01-01,7:17,7:17,0 days 00:00:00.000000000
19175,28728.0,1,1,1,1,12.99,HERNDON,VA,US,2019-01-02,2019-01-02,8:17,8:17,0 days 00:00:00.000000000
19176,28729.0,1,1,1,1,12.99,FALLS CHURCH,VA,US,2018-12-31,2018-12-31,7:39,7:39,0 days 00:00:00.000000000
19177,28730.0,2,2,2,1,48.98,KNOXVILLE,TN,US,2019-01-02,2019-01-27,1:34,13:18,25 days 00:00:00.000000000
19178,28731.0,1,1,1,1,13.99,CONROE,TX,US,2019-01-02,2019-01-02,13:21,13:21,0 days 00:00:00.000000000
19179,28732.0,1,1,1,1,12.99,BATTLE MOUNTAIN,NV,US,2018-12-31,2018-12-31,11:48,11:48,0 days 00:00:00.000000000
19180,28733.0,1,1,1,1,12.99,FORT POLK,LA,US,2019-01-02,2019-01-02,11:56,11:56,0 days 00:00:00.000000000
19181,28734.0,1,1,1,1,12.99,ROUND ROCK,TX,US,2018-12-31,2018-12-31,14:57,14:57,0 days 00:00:00.000000000
