ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,OriginalState,State,Country,Phone,Real Email,Notes,Opt Out,LastPurchaseDate,FirstPurchaseDate
28305,1,1,1,1,12.99,PALO ALTO,CA,CA,US,,,,,2018-12-27 23:07,2018-12-27 23:07
28306,1,1,1,1,12.99,WALLINGFORD,CT,CT,US,,,,,2018-12-27 4:54,2018-12-27 4:54
28307,1,1,1,1,12.99,WEST HARTFORD,CT,CT,US,,,,,2018-12-27 16:01,2018-12-27 16:01
28308,1,1,1,1,12.99,HAMILTON,OH,OH,US,,,,,2018-12-27 17:35,2018-12-27 17:35
28309,1,1,1,1,12.99,MAHOPAC,NY,NY,US,,,,,2018-12-28 10:06,2018-12-28 10:06
28310,1,1,1,1,12.99,MACOMB,MI,MI,US,,,,,2018-12-26 18:19,2018-12-26 18:19
28311,1,1,1,1,12.99,MIAMI,FL,FL,US,,,,,2018-12-27 16:20,2018-12-27 16:20
28312,1,1,1,1,12.99,IRVINE,CA,CA,US,,,,,2018-12-27 15:16,2018-12-27 15:16
28313,1,1,1,1,12.99,COSTA MESA,CA,CA,US,,,,,2018-12-26 21:59,2018-12-26 21:59
28314,1,1,1,1,12.99,CHARLOTTE,NC,NC,US,,,,,2018-12-27 18:40,2018-12-27 18:40
28315,1,1,1,1,12.99,HARTFORD,AR,AR,US,,,,,2018-12-28 13:33,2018-12-28 13:33
28316,1,1,1,1,12.99,PRINCETON,NJ,NJ,US,,,,,2018-12-26 17:00,2018-12-26 17:00
28317,1,1,1,1,12.99,VAIL,CO,CO,US,,,,,2018-12-28 7:11,2018-12-28 7:11
28318,1,1,1,1,12.99,TRACY,CA,CA,US,,,,,2018-12-27 22:27,2018-12-27 22:27
28319,1,1,1,1,12.99,MILL CREEK,WA,WA,US,,,,,2018-12-26 21:00,2018-12-26 21:00
28320,1,1,1,1,12.99,CHICAGO,IL,IL,US,,,,,2018-12-28 6:07,2018-12-28 6:07
28321,2,2,2,1,26.78,Fairfax,VA,VA,US,,,,,2019-07-28 11:26,2018-12-27 9:24
28322,1,1,1,1,12.99,ALEXANDRIA,VA,VA,US,,,,,2018-12-27 18:02,2018-12-27 18:02
28323,1,1,1,1,12.99,ROCKVILLE,MD,MD,US,,,,,2018-12-27 6:06,2018-12-27 6:06
28324,1,1,1,1,12.99,VAIL,AZ,AZ,US,,,,,2018-12-28 14:03,2018-12-28 14:03
28325,1,1,1,1,12.99,TUCSON,AZ,AZ,US,,,,,2018-12-27 21:54,2018-12-27 21:54
28326,1,1,1,1,12.99,TUCSON,AZ,AZ,US,,,,,2018-12-28 9:12,2018-12-28 9:12
28327,1,1,1,1,12.99,FRISCO,TX,TX,US,,,,,2018-12-28 17:37,2018-12-28 17:37
28328,1,1,1,1,12.99,Gaithersburg,MD,MD,US,,,,,2018-12-27 5:50,2018-12-27 5:50
28329,1,1,1,1,12.99,TUCSON,ARIZONA,AZ,US,,,,,2018-12-28 14:40,2018-12-28 14:40
28330,1,1,1,1,12.99,SARASOTA,FL,FL,US,,,,,2018-12-28 15:29,2018-12-28 15:29
28331,1,1,1,1,12.99,CHATSWORTH,CA,CA,US,,,,,2018-12-27 12:20,2018-12-27 12:20
28332,1,1,1,1,12.99,TOPEKA,KS,KS,US,,,,,2018-12-28 16:25,2018-12-28 16:25
28333,1,1,1,1,12.99,BROOKLYN,NEW YORK,NY,US,,,,,2018-12-28 9:25,2018-12-28 9:25
28334,1,1,1,1,12.99,ENCINO,CA,CA,US,,,,,2018-12-26 15:54,2018-12-26 15:54
28335,1,1,1,1,12.99,Morrisville,VT,VT,US,,,,,2018-12-28 15:40,2018-12-28 15:40
28336,1,1,1,1,12.99,Teaneck,NJ,NJ,US,,,,,2018-12-28 12:04,2018-12-28 12:04
28337,1,1,1,1,12.99,SNOHOMISH,WA,WA,US,,,,,2018-12-28 18:58,2018-12-28 18:58
28338,1,1,1,1,12.99,Skokie,IL,IL,US,,,,,2018-12-28 11:01,2018-12-28 11:01
28339,1,1,1,1,12.99,RICHLAND,WA,WA,US,,,,,2018-12-27 8:16,2018-12-27 8:16
28340,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-28 16:11,2018-12-28 16:11
28341,1,1,1,1,12.99,SACRAMENTO,CA,CA,US,,,,,2018-12-28 12:10,2018-12-28 12:10
28342,1,1,1,1,12.99,SPRING,TX,TX,US,,,,,2018-12-28 6:57,2018-12-28 6:57
28343,1,1,1,1,12.99,Monterey Park,CA,CA,US,,,,,2018-12-27 19:10,2018-12-27 19:10
28344,1,1,1,1,12.99,SEATTLE,WA,WA,US,,,,,2018-12-28 1:00,2018-12-28 1:00
28345,1,1,1,1,12.99,HOUSTON,TX,TX,US,,,,,2018-12-28 17:56,2018-12-28 17:56
28346,1,1,1,1,12.99,CAVE CREEK,AZ,AZ,US,,,,,2018-12-20 17:54,2018-12-20 17:54
28347,1,1,1,1,12.99,PHILADELPHIA,PA,PA,US,,,,,2018-12-19 20:45,2018-12-19 20:45
28348,1,1,1,1,12.99,Philadelphia,PA,PA,US,,,,,2018-12-28 9:32,2018-12-28 9:32
28349,1,1,1,1,12.99,pawtucket,ri,RI,US,,,,,2018-12-28 12:30,2018-12-28 12:30
28350,1,1,2,1,25.98,Shelbyville,Kentucky,KY,US,,,,,2018-12-20 11:00,2018-12-20 11:00
28351,1,1,1,1,12.99,TUCSON,AZ,AZ,US,,,,,2018-12-28 18:19,2018-12-28 18:19
28352,1,1,1,1,12.99,SAN FRANCISCO,CA,CA,US,,,,,2018-12-28 20:02,2018-12-28 20:02
28353,1,1,1,1,12.99,BOTHELL,WA,WA,US,,,,,2018-12-26 23:08,2018-12-26 23:08
28354,1,1,1,1,12.99,FARMINGTON,MN,MN,US,,,,,2018-12-28 17:55,2018-12-28 17:55
28355,1,1,1,1,12.99,San Jose,Ca,CA,US,,,,,2018-12-25 21:23,2018-12-25 21:23
28356,1,1,1,1,12.99,Lexington,Virginia,VA,US,,,,,2018-12-27 19:58,2018-12-27 19:58
28357,1,1,1,1,12.99,SAN DIEGO,CA,CA,US,,,,,2018-12-28 10:58,2018-12-28 10:58
28358,1,1,1,1,12.99,FREMONT,CA,CA,US,,,,,2018-12-28 18:12,2018-12-28 18:12
28359,1,1,1,1,12.99,SILVER CREEK,NY,NY,US,,,,,2018-12-26 11:55,2018-12-26 11:55
28360,1,1,1,1,12.99,RENO,NV,NV,US,,,,,2018-12-28 21:58,2018-12-28 21:58
28361,1,1,1,1,12.99,SCARSDALE,NY,NY,US,,,,,2018-12-28 14:07,2018-12-28 14:07
28362,2,1,2,2,25.98,EMERYVILLE,CA,CA,US,,,,,2019-01-02 8:47,2018-12-28 22:56
28363,1,1,1,1,12.99,WAXHAW,NC,NC,US,,,,,2018-12-28 4:50,2018-12-28 4:50
28364,1,1,1,1,12.99,FORT WORTH,TX,TX,US,,,,,2018-12-28 23:16,2018-12-28 23:16
28365,1,1,1,1,13.99,TACOMA,WA,WA,US,,,,,2018-12-28 18:44,2018-12-28 18:44
28366,1,1,1,1,12.99,ALLYN,WA,WA,US,,,,,2018-12-29 2:49,2018-12-29 2:49
28367,1,1,1,1,12.99,MARTINSBURG,WV,WV,US,,,,,2018-12-28 4:54,2018-12-28 4:54
28368,1,1,1,1,12.99,LAS VEGAS,NV,NV,US,,,,,2018-12-29 1:05,2018-12-29 1:05
28370,1,1,1,1,12.99,Hollis,New York,NY,US,,,,,2018-12-28 16:00,2018-12-28 16:00
28371,1,1,1,1,12.99,South Ozone Park,N.Y.,NY,US,,,,,2018-12-27 21:11,2018-12-27 21:11
28372,1,1,1,1,12.99,HAMILTON,NJ,NJ,US,,,,,2018-12-29 5:06,2018-12-29 5:06
28373,1,1,2,1,25.98,SACRAMENTO,CA,CA,US,,,,,2018-12-29 1:38,2018-12-29 1:38
28374,1,1,1,1,12.99,JACKSONVILLE,FL,FL,US,,,,,2018-12-29 5:55,2018-12-29 5:55
28375,1,1,1,1,12.99,BEE CAVE,TX,TX,US,,,,,2018-12-28 16:01,2018-12-28 16:01
28376,1,1,1,1,12.99,MALDEN,MA,MA,US,,,,,2018-12-28 11:48,2018-12-28 11:48
28377,1,1,1,1,12.99,Arlington,MA,MA,US,,,,,2018-12-28 11:41,2018-12-28 11:41
28378,1,1,1,1,12.99,BURLINGTON,MA,MA,US,,,,,2018-12-28 9:20,2018-12-28 9:20
28380,1,1,1,1,12.99,Oklahoma City,OK,OK,US,,,,,2018-12-28 19:58,2018-12-28 19:58
28381,3,1,3,3,42.77,Lancaster,OH,OH,US,,,,,2019-05-12 11:55,2018-12-23 11:15
28382,1,1,1,1,12.99,New York,NY,NY,US,,,,,2018-12-29 11:49,2018-12-29 11:49
28383,1,1,1,1,12.99,OAKLAND,CA,CA,US,,,,,2018-12-29 6:05,2018-12-29 6:05
28384,1,1,1,1,12.99,El Paso,TX,TX,US,,,,,2018-12-27 6:48,2018-12-27 6:48
28385,1,1,1,1,12.99,ST PETERSBURG,FL,FL,US,,,,,2018-12-29 6:35,2018-12-29 6:35
28386,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-27 21:22,2018-12-27 21:22
28387,1,1,1,1,13.99,Bismarck,ND,ND,US,,,,,2018-12-20 11:01,2018-12-20 11:01
28388,1,1,1,1,12.99,REDDING,CT,CT,US,,,,,2018-12-29 9:55,2018-12-29 9:55
28389,1,1,1,1,12.99,Belleville,NJ,NJ,US,,,,,2018-12-28 16:46,2018-12-28 16:46
28390,1,1,1,1,13.99,RESEDA,CA,CA,US,,,,,2018-12-28 19:47,2018-12-28 19:47
28391,2,1,2,2,26.98,TACOMA,WA,WA,US,,,,,2019-02-15 0:27,2018-12-28 14:38
28392,1,1,1,1,12.99,SHERMAN OAKS,CA,CA,US,,,,,2018-12-28 21:25,2018-12-28 21:25
28393,1,1,1,1,12.99,FRIENDSWOOD,TX,TX,US,,,,,2018-12-29 6:28,2018-12-29 6:28
28394,1,1,1,1,12.99,SAN DIEGO,CA,CA,US,,,,,2018-12-29 10:32,2018-12-29 10:32
28395,1,1,1,1,12.99,MADISON,WI,WI,US,,,,,2018-12-26 13:52,2018-12-26 13:52
28396,1,1,1,1,12.99,UNIVERSAL CITY,TX,TX,US,,,,,2018-12-27 22:13,2018-12-27 22:13
28397,1,1,1,1,12.99,EPHRATA,PA,PA,US,,,,,2018-12-29 7:58,2018-12-29 7:58
28398,1,1,1,1,12.99,SAN ANTONIO,TEXAS,TX,US,,,,,2018-12-28 17:21,2018-12-28 17:21
28399,2,1,2,2,25.74,NORTH HALEDON,NEW JERSEY,NJ,US,,,,,2019-05-18 0:57,2018-12-16 10:47
28400,1,1,1,1,13.99,TULARE,CA,CA,US,,,,,2018-12-28 17:47,2018-12-28 17:47
28401,1,1,1,1,12.99,WEST HARTFORD,CT,CT,US,,,,,2018-12-28 14:28,2018-12-28 14:28
28402,1,1,1,1,12.99,Anaheim,Ca,CA,US,,,,,2018-12-28 15:46,2018-12-28 15:46
28403,1,1,1,1,12.99,FENTON,MI,MI,US,,,,,2018-12-29 10:11,2018-12-29 10:11
28404,1,1,1,1,12.99,SALT LAKE CITY,UT,UT,US,,,,,2018-12-23 21:14,2018-12-23 21:14
28405,1,1,1,1,12.99,WATERFORD,MI,MI,US,,,,,2018-12-28 0:52,2018-12-28 0:52
28406,1,1,1,1,12.99,DIXON,IL,IL,US,,,,,2018-12-29 11:20,2018-12-29 11:20
28407,1,1,1,1,12.99,CONWAY,SOUTH CAROLINA,SC,US,,,,,2018-12-28 13:14,2018-12-28 13:14
28408,1,1,1,1,12.99,MURFREESBORO,TN,TN,US,,,,,2018-12-29 11:45,2018-12-29 11:45
28409,1,1,1,1,13.99,GREELEY,CO,CO,US,,,,,2018-12-29 10:35,2018-12-29 10:35
28410,1,1,1,1,13.99,Port Charlotte,FL,FL,US,,,,,2018-12-29 8:07,2018-12-29 8:07
28411,1,1,1,1,12.99,VALLEJO,CA,CA,US,,,,,2018-12-28 7:54,2018-12-28 7:54
28412,1,1,1,1,12.99,MINEOLA,TX,TX,US,,,,,2018-12-29 10:41,2018-12-29 10:41
28413,1,1,1,1,12.99,TWENTYNINE PALMS,CA,CA,US,,,,,2018-12-26 21:47,2018-12-26 21:47
28414,1,1,1,1,12.99,LOS OSOS,CA,CA,US,,,,,2018-12-28 23:04,2018-12-28 23:04
28415,1,1,1,1,12.99,WOODVILLE,MS,MS,US,,,,,2018-12-28 14:04,2018-12-28 14:04
28416,1,1,1,1,12.99,ANN ARBOR,MI,MI,US,,,,,2018-12-28 11:48,2018-12-28 11:48
28417,1,1,1,1,12.99,CHICAGO,IL,IL,US,,,,,2018-12-27 18:47,2018-12-27 18:47
28418,1,1,1,1,12.99,AUSTIN,TX,TX,US,,,,,2018-12-27 9:25,2018-12-27 9:25
28419,1,1,1,1,12.99,CLERMONT,FL,FL,US,,,,,2018-12-29 7:26,2018-12-29 7:26
28420,1,1,1,1,12.99,NORFOLK,VA,VA,US,,,,,2018-12-29 5:56,2018-12-29 5:56
28421,1,1,1,1,13.99,LOS ANGELES,CA,CA,US,,,,,2018-12-28 17:57,2018-12-28 17:57
28422,1,1,1,1,12.99,SAN ANTONIO,TX,TX,US,,,,,2018-12-28 19:43,2018-12-28 19:43
28424,1,1,1,1,12.99,HUNTINGTON STATION,NEW YORK,NY,US,,,,,2018-12-29 9:08,2018-12-29 9:08
28425,1,1,1,1,12.99,HUNTINGTON,TX,TX,US,,,,,2018-12-23 12:32,2018-12-23 12:32
28426,1,1,1,1,12.99,CHANTILLY,VA,VA,US,,,,,2018-12-29 8:57,2018-12-29 8:57
28427,1,1,1,1,12.99,SCOTTSDALE,AZ,AZ,US,,,,,2018-12-28 19:58,2018-12-28 19:58
28428,1,1,2,1,25.98,Torrance,ca,CA,US,,,,,2018-12-29 17:03,2018-12-29 17:03
28429,1,1,1,1,12.99,LAKE FOREST,CA,CA,US,,,,,2018-12-29 1:50,2018-12-29 1:50
28430,1,1,1,1,12.99,CERES,CA,CA,US,,,,,2018-12-28 9:40,2018-12-28 9:40
28431,1,1,1,1,12.99,Grafton,North Dakota,ND,US,,,,,2018-12-29 10:43,2018-12-29 10:43
28432,1,1,1,1,13.99,LEBANON,PA,PA,US,,,,,2018-12-28 23:12,2018-12-28 23:12
28433,1,1,4,1,51.96,Concord,CA,CA,US,,,,,2018-12-28 13:15,2018-12-28 13:15
28434,1,1,1,1,12.99,SALEM,OR,OR,US,,,,,2018-12-29 11:29,2018-12-29 11:29
28435,1,1,1,1,12.99,LOS ANGELES,CA,CA,US,,,,,2018-12-29 17:12,2018-12-29 17:12
28436,1,1,1,1,12.99,SPOKANE VALLEY,WA,WA,US,,,,,2018-12-29 15:42,2018-12-29 15:42
28437,1,1,1,1,12.99,APPLETON,WI,WI,US,,,,,2018-12-29 9:23,2018-12-29 9:23
28438,1,1,1,1,12.99,TORRANCE,CA,CA,US,,,,,2018-12-29 16:00,2018-12-29 16:00
28439,1,1,1,1,12.99,CANYON COUNTRY,CA,CA,US,,,,,2018-12-28 6:11,2018-12-28 6:11
28440,1,1,1,1,12.99,IRVINE,CA,CA,US,,,,,2018-12-28 0:25,2018-12-28 0:25
28442,1,1,1,1,12.99,INGRAM,TX,TX,US,,,,,2018-12-29 13:41,2018-12-29 13:41
28443,1,1,1,1,12.99,WASHINGTON,DC,DC,US,,,,,2018-12-29 17:04,2018-12-29 17:04
28444,1,1,1,1,12.99,DRIFTWOOD,TX,TX,US,,,,,2018-12-29 17:16,2018-12-29 17:16
28445,1,1,1,1,12.99,HONOLULU,HI,HI,US,,,,,2018-12-29 16:26,2018-12-29 16:26
28446,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-29 15:01,2018-12-29 15:01
28447,1,1,1,1,12.99,BOISE,ID,ID,US,,,,,2018-12-29 14:44,2018-12-29 14:44
28448,1,1,1,1,13.99,POWAY,CA,CA,US,,,,,2018-12-29 15:38,2018-12-29 15:38
28450,1,1,1,1,12.99,FAYETTEVILLE,NC,NC,US,,,,,2018-12-29 4:10,2018-12-29 4:10
28451,1,1,1,1,12.99,NEW BERN,NC,NC,US,,,,,2018-12-28 11:23,2018-12-28 11:23
28452,1,1,1,1,13.99,HARRISONBURG,VA,VA,US,,,,,2018-12-28 21:17,2018-12-28 21:17
28453,1,1,1,1,12.99,CANBY,OR,OR,US,,,,,2018-12-29 22:37,2018-12-29 22:37
28456,1,2,2,1,26.98,ATLANTA,GA,GA,US,,,,,2018-12-29 8:00,2018-12-29 8:00
28457,1,1,1,1,12.99,CAMERON,NC,NC,US,,,,,2018-12-28 17:32,2018-12-28 17:32
28458,1,1,1,1,12.99,ATLANTA,GA,GA,US,,,,,2018-12-28 6:20,2018-12-28 6:20
28459,1,1,1,1,12.99,Boxford,Massachusetts,MA,US,,,,,2018-12-29 20:54,2018-12-29 20:54
28460,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-29 17:59,2018-12-29 17:59
28461,1,1,1,1,12.99,KINGSTON,NH,NH,US,,,,,2018-12-29 8:56,2018-12-29 8:56
28462,1,1,1,1,12.99,Owego,NY,NY,US,,,,,2018-12-29 16:06,2018-12-29 16:06
28463,1,1,1,1,12.99,Saint Clair shores,Mi,MI,US,,,,,2018-12-29 11:17,2018-12-29 11:17
28464,1,1,1,1,12.99,San Diego,CA,CA,US,,,,,2018-12-30 0:00,2018-12-30 0:00
28465,1,1,1,1,12.99,WHEAT RIDGE,CO,CO,US,,,,,2018-12-29 14:54,2018-12-29 14:54
28466,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-29 12:35,2018-12-29 12:35
28467,1,1,1,1,12.99,PENSACOLA,FL,FL,US,,,,,2018-12-29 20:00,2018-12-29 20:00
28468,1,1,1,1,12.99,MOORESVILLE,IN,IN,US,,,,,2018-12-29 13:11,2018-12-29 13:11
28469,1,1,1,1,12.99,CORAM,NY,NY,US,,,,,2018-12-29 18:06,2018-12-29 18:06
28470,1,1,1,1,12.99,PORT JEFFERSON STATION,NY,NY,US,,,,,2018-12-29 9:58,2018-12-29 9:58
28471,1,1,1,1,12.99,LITTLE FALLS,NJ,NJ,US,,,,,2018-12-27 19:41,2018-12-27 19:41
28472,1,1,4,1,51.96,JAMAICA,NY,NY,US,,,,,2018-12-20 20:12,2018-12-20 20:12
28474,1,1,1,1,12.99,La Jara,CO,CO,US,,,,,2018-12-28 9:25,2018-12-28 9:25
28475,1,1,1,1,12.99,Lawrenceville,Georgia,GA,US,,,,,2018-12-29 12:45,2018-12-29 12:45
28476,1,1,1,1,12.99,CHICAGO,IL,IL,US,,,,,2018-12-29 6:13,2018-12-29 6:13
28477,1,1,1,1,12.99,TROY,MI,MI,US,,,,,2018-12-29 7:39,2018-12-29 7:39
28478,1,1,1,1,12.99,CHICAGO,IL,IL,US,,,,,2018-12-29 19:53,2018-12-29 19:53
28479,1,1,1,1,12.99,MIAMI,FL,FL,US,,,,,2018-12-28 20:24,2018-12-28 20:24
28480,1,1,1,1,12.99,JAMAICA,NY,NY,US,,,,,2018-12-29 5:01,2018-12-29 5:01
28481,1,1,1,1,12.99,los angeles,california,CA,US,,,,,2018-12-29 15:03,2018-12-29 15:03
28482,1,1,1,1,12.99,PHILADELPHIA,PA,PA,US,,,,,2018-12-29 18:29,2018-12-29 18:29
28483,1,1,1,1,13.99,CHICAGO,IL,IL,US,,,,,2018-12-30 3:54,2018-12-30 3:54
28484,1,1,1,1,12.99,MINNEAPOLIS,MN,MN,US,,,,,2018-12-29 16:01,2018-12-29 16:01
28485,1,1,1,1,12.99,BOISE,ID,ID,US,,,,,2018-12-30 1:22,2018-12-30 1:22
28486,1,1,1,1,12.99,Dallas,TX,TX,US,,,,,2018-12-29 12:06,2018-12-29 12:06
28487,1,1,1,1,12.99,Austin,TX,TX,US,,,,,2018-12-29 21:28,2018-12-29 21:28
28488,1,1,1,1,12.99,DOUGLAS,WYOMING,WY,US,,,,,2018-12-28 14:58,2018-12-28 14:58
28489,1,1,1,1,13.99,CATAWBA,SC,SC,US,,,,,2018-12-28 15:26,2018-12-28 15:26
28490,1,1,1,1,12.99,PORTERSVILLE,PA,PA,US,,,,,2018-12-29 20:38,2018-12-29 20:38
28491,1,1,1,1,12.99,STROUDSBURG,PA,PA,US,,,,,2018-12-29 12:05,2018-12-29 12:05
28492,1,1,1,1,12.99,San Francisco,California,CA,US,,,,,2018-12-29 16:39,2018-12-29 16:39
28493,1,1,1,1,12.99,CHATSWORTH,CA,CA,US,,,,,2018-12-29 10:36,2018-12-29 10:36
28494,1,1,1,1,12.99,SUFFOLK,VA,VA,US,,,,,2018-12-29 8:09,2018-12-29 8:09
28495,1,1,1,1,13.99,CUSTER,SD,SD,US,,,,,2018-12-29 20:47,2018-12-29 20:47
28496,1,1,1,1,12.99,OCEANSIDE,CA,CA,US,,,,,2018-12-29 14:38,2018-12-29 14:38
28497,1,1,2,1,25.98,LEAGUE CITY,TX,TX,US,,,,,2018-12-28 19:19,2018-12-28 19:19
28498,1,1,1,1,12.99,ROSLINDALE,MA,MA,US,,,,,2018-12-29 15:09,2018-12-29 15:09
28500,1,1,1,1,12.99,FORT PIERCE,FL,FL,US,,,,,2018-12-29 14:14,2018-12-29 14:14
28501,1,1,1,1,12.99,SOMERSET,NJ,NJ,US,,,,,2018-12-29 17:28,2018-12-29 17:28
28502,1,1,1,1,12.99,HILLSBOROUGH,NJ,NJ,US,,,,,2018-12-29 19:56,2018-12-29 19:56
28503,1,1,1,1,12.99,BONNERS FERRY,ID,ID,US,,,,,2018-12-29 20:28,2018-12-29 20:28
28504,1,1,1,1,12.99,HASTINGS,MN,MN,US,,,,,2018-12-29 23:05,2018-12-29 23:05
28505,1,1,1,1,12.99,SWAMPSCOTT,MA,MA,US,,,,,2018-12-25 16:41,2018-12-25 16:41
28506,1,1,1,1,12.99,HOUSTON,TX,TX,US,,,,,2018-12-29 13:11,2018-12-29 13:11
28507,1,1,1,1,12.99,HOUSTON,TX,TX,US,,,,,2018-12-29 14:04,2018-12-29 14:04
28509,1,1,1,1,12.99,ELMONT,NY,NY,US,,,,,2018-12-29 7:15,2018-12-29 7:15
28510,1,1,1,1,13.99,ALTADENA,CA,CA,US,,,,,2018-12-29 18:04,2018-12-29 18:04
28511,1,1,1,1,12.99,HAWORTH,NJ,NJ,US,,,,,2018-12-30 4:46,2018-12-30 4:46
28512,1,1,1,1,12.99,MAPLE VALLEY,WA,WA,US,,,,,2018-12-30 4:30,2018-12-30 4:30
28513,1,1,1,1,12.99,BUCKLEY,WA,WA,US,,,,,2018-12-29 23:46,2018-12-29 23:46
28514,1,1,1,1,12.99,FAIRFIELD,IA,IA,US,,,,,2018-12-30 9:07,2018-12-30 9:07
28515,1,1,1,1,12.99,FENTON,MI,MI,US,,,,,2018-12-30 8:45,2018-12-30 8:45
28516,1,1,1,1,12.99,WAUSAU,WISCONSIN,WI,US,,,,,2018-12-30 6:19,2018-12-30 6:19
28517,1,1,1,1,13.99,STATEN ISLAND,NY,NY,US,,,,,2018-12-30 4:48,2018-12-30 4:48
28518,1,1,1,1,13.99,BAYAMON,PR,PR,US,,,,,2018-12-24 11:39,2018-12-24 11:39
28519,1,1,1,1,12.99,TAMPA,FL,FL,US,,,,,2018-12-29 9:19,2018-12-29 9:19
28520,1,1,1,1,12.99,DYER,IN,IN,US,,,,,2018-12-29 13:25,2018-12-29 13:25
28521,1,1,1,1,12.99,MC DONALD,PA,PA,US,,,,,2018-12-29 14:50,2018-12-29 14:50
28522,1,1,2,1,25.98,MUNCY,PA,PA,US,,,,,2018-12-29 18:38,2018-12-29 18:38
28523,1,1,1,1,12.99,Odessa,Missouri,MO,US,,,,,2018-12-30 13:07,2018-12-30 13:07
28524,1,1,1,1,12.99,BOSTON,MA,MA,US,,,,,2018-12-27 17:53,2018-12-27 17:53
28525,1,1,1,1,12.99,CLARK,NJ,NJ,US,,,,,2018-12-29 18:29,2018-12-29 18:29
28526,1,1,1,1,12.99,SAINT PAUL,MN,MN,US,,,,,2018-12-30 13:20,2018-12-30 13:20
28528,1,1,1,1,12.99,JERICHO,VT,VT,US,,,,,2018-12-30 14:22,2018-12-30 14:22
28529,1,1,1,1,12.99,Woodland Hills,Ca,CA,US,,,,,2018-12-30 13:04,2018-12-30 13:04
28530,1,1,1,1,12.99,PORT WASHINGTON,NY,NY,US,,,,,2018-12-30 9:38,2018-12-30 9:38
28531,1,1,1,1,12.99,N HOLLYWOOD,CA,CA,US,,,,,2018-12-29 9:36,2018-12-29 9:36
28532,1,1,1,1,12.99,Clemmons,NC,NC,US,,,,,2018-12-29 8:29,2018-12-29 8:29
28533,1,1,1,1,12.99,CHATSWORTH,CA,CA,US,,,,,2018-12-29 14:59,2018-12-29 14:59
28534,1,1,1,1,12.99,HAYWARD,CA,CA,US,,,,,2018-12-29 22:38,2018-12-29 22:38
28535,1,1,1,1,12.99,OAKLEY,CA,CA,US,,,,,2018-12-30 12:26,2018-12-30 12:26
28536,1,1,1,1,13.99,WINNETKA,CA,CA,US,,,,,2018-12-28 16:18,2018-12-28 16:18
28537,1,1,1,1,12.99,LOUISVILLE,KY,KY,US,,,,,2018-12-29 10:18,2018-12-29 10:18
28538,1,1,1,1,12.99,Shelburne Falls,Ma,MA,US,,,,,2018-12-30 2:30,2018-12-30 2:30
28539,1,1,1,1,12.99,Wayne,Ok,OK,US,,,,,2018-12-29 18:53,2018-12-29 18:53
28540,1,1,1,1,12.99,COLUMBUS,IN,IN,US,,,,,2018-12-30 14:29,2018-12-30 14:29
28541,1,1,1,1,12.99,CHATTANOOGA,TN,TN,US,,,,,2018-12-30 13:05,2018-12-30 13:05
28542,1,1,1,1,12.99,ELK GROVE,CA,CA,US,,,,,2018-12-30 10:10,2018-12-30 10:10
28543,1,1,1,1,12.99,SAN JUAN,PR,PR,US,,,,,2018-12-24 16:03,2018-12-24 16:03
28544,1,1,1,1,12.99,LOS ANGELES,CA,CA,US,,,,,2018-12-28 17:23,2018-12-28 17:23
28545,1,1,1,1,12.99,FERNANDINA BEACH,FL,FL,US,,,,,2018-12-28 6:17,2018-12-28 6:17
28546,1,1,1,1,12.99,New York,NY,NY,US,,,,,2018-12-28 13:28,2018-12-28 13:28
28547,1,1,1,1,12.99,KENDALL PARK,NJ,NJ,US,,,,,2018-12-29 12:08,2018-12-29 12:08
28548,1,1,1,1,12.99,HOLLYWOOD,CA,CA,US,,,,,2018-12-29 13:55,2018-12-29 13:55
28549,1,1,1,1,12.99,LOS ANGELES,CA,CA,US,,,,,2018-12-30 9:58,2018-12-30 9:58
28550,1,1,1,1,12.99,SALT LAKE CITY,UTAH,UT,US,,,,,2018-12-30 10:13,2018-12-30 10:13
28551,1,1,1,1,12.99,BROOKLYN,NY,NY,US,,,,,2018-12-30 14:50,2018-12-30 14:50
28552,1,1,1,1,13.99,RACINE,WI,WI,US,,,,,2018-12-30 1:10,2018-12-30 1:10
28553,1,1,1,1,12.99,HOUSTON,TX,TX,US,,,,,2018-12-27 12:34,2018-12-27 12:34
28554,1,1,1,1,12.99,RALEIGH,NC,NC,US,,,,,2018-12-30 4:46,2018-12-30 4:46
28555,1,1,1,1,12.99,ASHEVILLE,NC,NC,US,,,,,2018-12-29 12:36,2018-12-29 12:36
28556,1,1,1,1,12.99,Larkspur,California,CA,US,,,,,2018-12-30 14:32,2018-12-30 14:32
28557,1,1,1,1,12.99,FAIRFIELD,IA,IA,US,,,,,2018-12-30 13:57,2018-12-30 13:57
28558,1,1,1,1,12.99,ALBANY,NY,NY,US,,,,,2018-12-30 14:49,2018-12-30 14:49
28560,1,1,1,1,12.99,KIRKLAND,WA,WA,US,,,,,2018-12-30 18:35,2018-12-30 18:35
